summary,date,chat_GPT_location,lat,lng,article_id,cd_district_name,hunger,refugees,humanitarian,conflict
"The article discusses the decision to cut civil servants' salaries by 25% in Unity State, South Sudan, due to nationwide austerity measures caused by an oil shutdown triggered by a transit fee dispute with Sudan. Civil servants in Unity State were surprised and unhappy about this decision, which was not communicated in advance and led to complaints. The deputy governor denied allegations of corruption in the state and stated that salaries will be restored when oil production resumes in two to four months.",2012-10-04,Bentiu,9.231487,29.8005027,4979,Rubkona,True,True,True,True
"The article discusses a report published by the state department of health, which shows that six women died during pregnancy in Unity state due to poor nutrition. Health officials attribute the increase in anaemia and deaths to the increase in the cost of living, preventing pregnant women from maintaining a healthy diet. The closure of the border with Sudan has also led to increased prices of goods in local markets. Doctors recommend pregnant mothers take vitamins by eating fresh fruit and vegetables to maintain a substantial diet throughout their pregnancy. South Sudan has the highest maternal mortality rate in the world, with one in seven women dying during childbirth.",2012-10-16,Bentiu,9.231487,29.8005027,5115,Rubkona,True,True,True,True
"The article discusses the endorsement of the recent cooperation agreement between South Sudan and Sudan by Unity State's parliament, which includes creating a demilitarized buffer zone along the border. The inclusion of Mile 14 in the buffer zone has caused criticism from officials and citizens in North Bahr el-Ghazal State, but South Sudanese officials deny that it will be handed over to Sudan. Talks are expected to resume in mid-November to resolve the border issue.",2012-10-18,Bentiu,9.231487,29.8005027,5138,Rubkona,False,False,False,True
"The article discusses the decrease in malnutrition rates among children in Unity State, South Sudan, due to an increase in available food. However, MSF is still admitting between 40 to 60 severely malnourished children per week. Poor road networks and flooding are hindering efforts to reach malnourished children in rural villages. The article also highlights previous concerns of high mortality and malnutrition rates in refugee camps in Unity state, particularly Yida camp.",2012-10-21,Bentiu,9.231487,29.8005027,5162,Rubkona,True,True,True,True
"The article discusses South Sudan's minister of finance opposing pay cuts being implemented in state governments, while state authorities claim the cuts are necessary in the implementation of nationwide austerity measures due to the halting of oil production. Civil servant salaries in Western Bahr el Ghazal have been cut up to 50% and 25% in Unity state. Unity State deputy governor Michael Chiengjiek Geay accuses the Ministry of Finance of lacking proper authority to collect revenues and states many civil servants are not satisfied with the recent decision to cut their salaries.",2012-10-31,Bentiu,9.231487,29.8005027,5173,Rubkona,True,True,True,True
"The article discusses the reassurances provided by the South Sudanese leadership to the ruling National Congress Party (NCP) over its commitment to the security deal signed recently and its links with Sudanese rebels. The NCP received strong reassurances from the South Sudanese leaders that they have stopped their support to Darfur rebel leaders and the Sudan people's Liberation Movement North (SPLM-N). The article discusses the success of the security arrangements deal signed in Addis Ababa on 27th September, which depends on the expulsion of rebel groups and stopping any support to them. The Sudanese government has reportedly implemented what was agreed upon in the security arrangements, referring to South Sudanese rebels that Khartoum recently expelled from different cities. The article also mentions the assault on the house of James Gai, leader of South Sudan Liberation Movement/Army (SSLM/A) in Al-Fitaihab suburb in Khartoum, and the expected visit of President Omer Al-Bashir to Juba.",2012-10-29,Bentiu,9.231487,29.8005027,5222,Rubkona,True,True,True,True
"The article discusses the Tusker-sponsored Confederation for East and Central African Football Association (CECAFA) football tournament where Ethiopia beat South Sudan 1-0 at Mandela national stadium in Kampala, Uganda. It was South Sudan's first major tournament since gaining independence in July last year. The South Sudan football coach was impressed with his team's performance despite the loss and remains optimistic for the future of sports in a country that has just embarked on nation-building after decades of civil war. Djordjevic also noted that South Sudan still lacks the basic requirements needed to compete favorably in major tournaments, such as medical facilities, infrastructure, and financial aspects. In a separate match, Uganda Cranes beat Kenya's Harambe Stars 1-0, ending its three-year jinx in major tournaments.",2012-11-25,Bentiu,9.231487,29.8005027,5384,Rubkona,False,False,False,True
"The article discusses the idea presented in a Reuters report that corruption and plunder are necessary for maintaining peace in South Sudan, and refutes this notion. The author argues that corruption, nepotism, and tribalism are actually weakening the country, citing examples of rebellions in various states and the lack of representation of non-Jieng tribes in the government. The only stabilizing factors, according to the author, are Greater Equatoria and the fear of Arab Sudan, which push people to rally behind the government. The author also accuses the late South Sudanese leader Dr. John Garang of corruption and tribalism.",2012-12-02,Unity state,8.9277211,29.7889248,5458,Koch,False,False,False,True
"The article discusses the entry of a group of heavily armed Ambororo herdsmen, a Sudanese nomadic group, into Parieng County in Unity State, South Sudan without proper notification to local authorities. The Unity State officials are concerned about rising insecurity due to the presence of armed pastoralists in the county. The Commissioner of Parieng County said that the nomads would have been welcome if they had handed their weapons to South Sudan's army (SPLA) on the border before crossing into the territory. This is the second time that Sudanese nomads have crossed into Unity State since South Sudan seceded from Sudan in July 2011.",2012-12-23,Parieng County,9.316765,29.7910958,5572,Rubkona,True,False,False,True
"The article discusses the pressure faced by the Finance Ministry in Unity State, South Sudan, to reverse its decision to reduce civil servant's salaries by 25%. This decision was made by the Unity State council of ministers led by deputy governor Michael Chiengjiek Geay as part of austerity measures. Members of the state's parliament were not allowed to vote on the decision. The reduction was made as South Sudan lost its main source of revenue after an oil dispute with Sudan. The article highlights allegations of corruption leveled against the Finance Ministry and its mismanagement of public funds. Parliamentarians demanded that civil servant salaries be returned to their previous levels, with several figures from other ministries siding with the legislature in the dispute. Unity State was entitled to receive 2% of all oil revenue produced in the state as per the 2005 Comprehensive Peace Agreement, but there is uncertainty about whether any of this additional oil revenue has been received since the agreement was signed. ",2012-12-26,Bentiu,9.231487,29.8005027,5588,Rubkona,True,True,True,True
"The article discusses how commissioners from nine counties in Unity state, specifically in Parieng county, are working to improve service delivery to rural communities in order to reduce cattle rustling and border conflicts between neighboring tribes. They believe that building schools, health centers, and roads in rural areas will encourage self-reliance and sustainable development and ultimately reduce the influx of people moving to urban areas. The article also mentions the historical grievance between the Dinka and Nuer tribes and proposes reducing marriage dowry as a way to minimize cattle theft and unrest within these communities.",2012-12-21,Unity state,8.9277211,29.7889248,5592,Koch,True,False,False,True
"The article discusses the postponement of celebrations to mark the peace deal that led to South Sudan's independence and the end of civil war in Unity State, with citizens expressing their disappointment. The Unity State's local government claimed that there were too many national days in the calendar and argued that the date had no value after South Sudan's independence. The article also touches on the history of the Comprehensive Peace Agreement and the unresolved issues between Sudan and South Sudan, including the contested areas and the dispute over transit fees for oil production.",2013-01-09,Bentiu,9.231487,29.8005027,5660,Rubkona,False,False,False,True
"The article discusses the failure of the South Sudanese government to protect cattle owners in Payinjiar County, Unity State from raids originating from neighbouring areas, particularly Lakes State. An estimated 7,000 cattle were stolen in December 2020, and 11 civilians were killed in the attacks. There are suspicions that individuals dressed in military uniforms are responsible for some of the raids. Despite disarmament efforts, cattle raiding continues, and owners are calling for a return of their guns to protect themselves and their cattle. One suggestion to end the disputes over cattle is for owners to bear certificates of registration to prove ownership.",2013-01-08,Unity State,8.9277211,29.7889248,5693,Koch,True,False,False,True
"The article discusses the proposition by an American Senator that South Sudan's crude oil could be transported by trucks to Djibouti. The author refutes the idea due to various geographical and logistical challenges, and emphasizes the importance of investing in the domestic economy to avoid the negative consequences of the oil boom. The article also touches on issues of corruption and the potential for social unrest.",2013-01-22,Bentiu,9.231487,29.8005027,5711,Rubkona,False,False,False,True
"The article discusses how South Sudan's oil-rich Unity State downsized its government as part of austerity measures after oil-production was shutdown due to a dispute with Khartoum. The state faced a financial crisis as oil production accounted for 98% of its revenue before the shutdown. The government decreased the number of state ministries and specialized committees to re-allocate funds to compensate for the shortfall in salaries and public services. The article provides a detailed account of the reshuffle of ministries, advisory positions, and county commissioners that has taken place in Unity State.",2013-01-13,Unity State,8.9277211,29.7889248,5719,Koch,True,True,True,True
"The article discusses how the financial crisis caused by the oil shutdown in South Sudan is forcing Unity state to address the government's relaxed attitude to tax collection. The state's minister of agriculture and forestry, Samuel Lony Geng, says the process for collecting tax revenues has remained ""very weak”. Since South Sudan split from Sudan in 2011, the country has been struggling to generate significant revenue through taxation. Following the oil shutdown, South Sudan announced that no civil servant salaries would be reduced. The Unity state cabinet is working on a bill that would standardise the amount collected for charcoal, grass and many other items.",2013-01-20,Bentiu,9.231487,29.8005027,5736,Rubkona,True,True,True,True
"The article discusses the recovery of nearly 100 herds of cattle raided from Lakes state by authorities in Mayiandit County of Unity state, South Sudan, and the subsequent handover of 90 herds of cattle to their rightful owners after an operation supervised by 20 South Sudan army (SPLA) soldiers. Unity state authorities have urged their counterparts in Lakes state to investigate the circumstances under which over 8,000 animals were raided from Payinjiar County in November last year.",2013-02-08,Mayiandit County,8.7236871,30.1647036,5839,Koch,True,False,False,True
"The article discusses President Salva Kiir's order to urgently deploy joint police and government troops to border areas with Sudan, specifically in Unity state after accusing Sudan of amassing troops on their common border. The move comes as a peace deal to end hostilities between the two countries is making little headway. The article further discusses the failure to set up a demilitarized border zone, which hindered the resumption of oil production in South Sudan.",2013-02-12,Unity state,8.9277211,29.7889248,5903,Koch,False,False,False,True
"The article discusses the visit of the President of Mongolia, Tsakhiagiin Elbegdorj, to South Sudan to visit Mongolian troops serving with the United Nations Mission in South Sudan. He also held bilateral discussions with South Sudan's President Salva Kiir Mayardit on regional and international issues, with a focus on building strong cooperation and ties with Sudan.",2013-02-19,Bentiu,9.231487,29.8005027,5928,Rubkona,True,True,True,True
"The article discusses accusations by the South Sudan government that the Sudanese army carried out aerial bombardments in Jau and Dar locations in Unity State, as well as reports of military clashes in disputed border areas between Upper Nile (South Sudan) and Blue Nile (Sudan). The United Nations Mission in South Sudan confirmed the incident, while the American Embassy in Khartoum urged the two countries to refrain from actions that could destabilize the border areas.",2013-02-15,"Jau, Unity State",8.9277211,29.7889248,5932,Koch,False,False,False,True
"The article discusses a three-day dialogue on the South Sudan constitution and review process in Bentiu, Unity State. The dialogue was organized by the South Sudan Law Society, in partnership with the Civil Society Resource Team on the Constitution and with support from Justice Africa, Cordaid, and IKV Pax Christi. The main objectives were to promote civic education, enhance citizen participation, facilitate lobbying and advocacy for a people-driven constitution, and prepare citizens for the National Constitution Review Commission's consultations. The dialogue brought together 100 participants from various categories of society including community leaders, parliamentarians, religious leaders, women groups, youth, local authorities, academics, NGOs, and CBOs. The facilitators used participatory methods for better outcome. Topics discussed included an analysis of the transitional constitution, power dynamics, power balance between the three branches of government, local government setup, federal and unitary political structures, parliamentary and presidential political systems, human rights, and minority group rights.",2013-02-18,Bentiu,9.231487,29.8005027,5952,Rubkona,False,False,False,True
"The article discusses a conference held in Bentiu, Unity state, where local leaders called for voluntarily civilian disarmament to address violent crime and cattle raiding. They urged civilians to handover illegal arms to the government through influential local chiefs, rather than using forceful tactics. The responsibility for disarmament was encouraged to be shared between chiefs and the police. The article also highlights previous failed attempts, and concerns with the government's ability to handle and distribute illegal arms collected in disarmament campaigns. ",2013-03-02,Bentiu,9.231487,29.8005027,5969,Rubkona,True,False,False,True
"The article discusses the South Sudanese army's readiness to protect its people and territorial integrity against possible invasion by the Sudan Armed Forces (SAF). The article also highlights the continuous bombing of South Sudan by the SAF, which has resulted in the loss of lives and injury to civilians. Despite these provocations, the SPLA remains committed to the implementation of the September cooperation agreement between South Sudan and Sudan. However, if this agreement is not upheld, it could result in a bitter contest between the two armies. Both Presidents Salva Kiir and Omar al Bashir are expected to meet at an AU summit in Addis Ababa, where the need for the expedited implementation of the cooperation agreement is likely to dominate the meeting.",2013-02-23,Unity State,8.9277211,29.7889248,5980,Koch,False,False,False,True
"The article discusses the ongoing issue of cattle rustling in South Sudan that causes widespread unrest. The US ambassador to South Sudan, Susan Pech, calls on the South Sudanese government to engage with rural communities to mitigate conflicts especially with migration and over cattle rustling. The article also reports on the deadly bombings in Unity state by the Sudanese Armed Forces (SAF) and the US government's efforts to engage both countries in a peaceful process to settle their border disputes and normalize relations through dialogue.",2013-02-20,Bentiu,9.231487,29.8005027,6007,Rubkona,True,False,False,True
"The article discusses the discovery of an unexploded ordinance in Bentiu, South Sudan and the ongoing problem of unexploded ordinances and landmines in the country, resulting from the two-decade civil war. Mayom County is the most affected by UXOs due to conflicts between rebels and the South Sudanese army. The article also highlights the dangers that de-mining groups face due to insecurity, such as being arrested by the Sudanese Armed Forces. Additionally, some communities demand money from de-mining groups when they operate in their area. South Sudan still faces a large number of amputees due to landmines and lacks access to mine risk education in some areas.",2013-03-04,Bentiu,9.231487,29.8005027,6052,Rubkona,True,True,True,True
The article discusses Sudan's accusation that South Sudan supports Sudanese rebel groups and the recent UN report confirming their presence in South Sudan. The report states that the Sudanese air force now uses a new weapons system and that the Justice and Equality Movement has established two large bases in Bentiu and Timshaha. Sudan demands that South Sudan refrain from hosting rebel movements and disengage with SPLM-N. The neighbours signed a security arrangements agreement in 2012 but failed to implement it.,2013-03-05,Bentiu,9.231487,29.8005027,6072,Rubkona,True,True,True,True
"The article discusses rising insecurity at Yida refugee camp in Unity state, South Sudan. Armed elements entered the camp and clashed with police officers, resulting in the death of a policeman and 11 civilians being wounded. The commissioner for Parieng county called for more police deployment and the relocation of refugees to new places identified by authorities. It is suspected that Sudanese rebels were responsible for the attack. The rebel Justice and Equality Movement (JEM) denied involvement and urged an investigation into the incident. Sudan has accused South Sudan of harbouring JEM rebels.",2013-03-17,Unity state,8.9277211,29.7889248,6094,Koch,True,True,True,True
"The article discusses a recent security agreement reached between South Sudan and Sudan, which both sides have agreed to respect. The South Sudanese army has vowed to protect its territorial integrity if attacked. The agreement requires both countries to withdraw their forces to their respective sides of the border within two weeks to establish a Safe Demilitarised Border Zone. The Joint Border Verification and Monitoring Mechanism will monitor the area. The article also discusses the issue of cattle raids, which continue to cause insecurity among neighboring states in South Sudan.",2013-03-14,Rubkona county,9.3297456,29.6962677,6095,Rubkona,True,False,False,True
"The article discusses the renewed commitment to implement the cooperative agreement between Sudan and South Sudan, which has given Sudanese merchants hope that they will be able to resume importing goods into South Sudan. The deal could benefit the economies of both countries and stop price increases, with South Sudanese oil exports expected to resume within weeks.",2013-03-15,Bentiu town,9.231487,29.8005027,6098,Rubkona,False,False,False,True
"The article discusses the denial by the Justice and Equality Movement (JEM) of allegations by a group of UN experts about the presence of its fighters in South Sudan and their challenge of the veracity of the report. The UN panel of independent experts cited the locations of JEM military camps in South Sudan, including a camp near Bentiu, Unity State and another base in Western Bahr el-Ghazal State. Sudanese and South Sudanese leaders agreed to form a committee to deal with allegations of support to rebel groups from both sides. The mediation prepares to launch political talks between the Sudanese government and the SPLM-N but before the two parties have to sign a humanitarian agreement and a cessation of hostility deal.",2013-04-04,Bentiu,9.231487,29.8005027,6177,Rubkona,True,True,True,True
"The article discusses the denial by authorities in South Sudan's Unity state of the presence of the Sudanese rebel group, the Justice and Equality Movement (JEM), in their territory, despite a United Nations panel of experts report alleging the rebels had military camps in different areas of South Sudan including a camp near Bentiu. The JEM spokesperson, Gibreel Adam Bilal, refuted the allegations, while the Unity state's deputy governor confirmed that during the fighting between the Sudan Armed Forces and South Sudan's army in April last year, the South's forces did become mixed up with JEM forces, but maintained that there has been no formal cooperation between the two. The article also mentions the economic hardship both countries have faced following the South's decision to halt oil production over a transit fee dispute last year and the improving relations between the two nations as Sudan's president is due to arrive in Juba to discuss further implementation of Cooperation Agreement signed last year.",2013-04-11,Bentiu,9.231487,29.8005027,6244,Rubkona,True,True,True,True
"The article discusses the need for the Republic of South Sudan to establish sound internal governance and a productive sustainable diversified economy, as its current oil reserves may last only another decade. It highlights the involvement of western base governments such as the U.S. and Norwegian governments, as well as regional governments like Kenya and Uganda to backstop the RSS for initiating and sustaining this pillar of development. Suzanne Jambo, the author of this article, emphasizes that the RSS government needs to establish sound financial institutions, regulations, internal rules, and mechanisms for accountability, and must seek to broaden this whole ‘capacity building’ to ensure the involvement of highly qualified and competent individuals, bodies and entities, and the engagement of South Sudanese professionals. The article suggests that if the RSS attains the political will to immediately address internal governance, sound systems establishment, and a conducive investment and trade environment, it may attract regional and international meaningful investment to the country.",2013-04-14,Unity State,8.9277211,29.7889248,6258,Koch,False,False,False,True
"The article discusses the surrender of about 3,000 rebel fighters from the South Sudan Liberation Army (SSLA) who crossed the border from Sudan with trucks and handed over their weapons to authorities in oil rich Unity state, particularly in Mayom county, following an amnesty offer by South Sudanese president Salva Kiir. However, the South Sudan Democratic Movement/Army (SSDM/A) denied being part of the surrending rebel groups and clarified that it was only SSLA forces who accepted the amnesty deal.",2013-04-28,Unity state,8.9277211,29.7889248,6298,Koch,False,True,True,True
"The article discusses South Sudanese rebels from the South Sudan Liberation Army's (SSLA) commitment to peace talks with the government in Juba without any preconditions or demands. The rebels have returned to Unity State from Sudan and are ready to relocate within Unity State or remain in Mayom county while top leaders negotiate the process of integration into the SPLA by the central government. They have received amnesty from President Salva Kiir and are encouraged by the reception they have received upon their return. They aim to bring change to this poor nation, through uniting with one another to discourage tribalism spirit in the country's leadership.",2013-05-02,Bentiu,9.231487,29.8005027,6365,Rubkona,False,True,True,True
"The article discusses accusations by the South Sudanese army that Sudan Armed Forces (SAF) carried out air and ground attacks on Unity and Upper Nile states. SAF spokesperson denies these accusations, stating they are unfounded and unjustified. The alleged attacks breached security arrangements, including a pact of non-aggression and the establishment of a demilitarized zone on the common border. The article highlights that the agreement provides for a monitoring committee to deal with such charges and clarify whether there is a breach or not. Khartoum and Juba agreed recently to facilitate a peaceful settlement for the conflict with the SPLM-N.",2013-07-06,Unity state,8.9277211,29.7889248,6757,Koch,False,False,False,True
"The article discusses the death and burial of Vincent Kuany Latjor, a former South Sudanese rebel leader. Latjor was a veteran of both the Anya-Anya I & Anya-Anya II pro-southern independence movements. The article highlights Latjor's role in the Anya-Anya II movement, which sought to overthrow the Khartoum government before the start of the second Sudanese civil war in 1983. Latjor is remembered as a true leader of democracy who united his followers without tribalism, fought against enemies and coordinated forces along the borders of Uganda, Kenya and the DRC. After decades of struggle, South Sudan became independent in January 2011, and the former general's colleagues ask South Sudanese people to adopt Latjor's style of leadership.",2013-07-02,Bentiu,9.231487,29.8005027,6775,Rubkona,False,False,False,True
"The article discusses an aerial bombing raid in Unity state, South Sudan by Sudan that targeted civilians, including refugees heading to Yida camp. The attack occurred after talks between the vice presidents of South Sudan and Sudan to ease tensions. South Sudan accuses Sudan of supporting rebels and bombing its territory, while Sudan denies the allegations.",2013-07-04,Unity state,8.9277211,29.7889248,6776,Koch,False,False,False,True
"The article discusses the visit of South Sudan's Police Services inspector general, Pieng Deng Kuol, to Unity state where he told police officers that their salaries will increase next year despite the country's economic problems. South Sudan has been forced to introduce severe austerity measures after shutting down oil production in January 2012 over a transit fee dispute with Sudan, losing 98% of the government's income. Kuol visited to inspect the challenges faced by the police across the nation and to assess their national performance. The police have been forced to reduce some allowances to cope with the country's reduced financial circumstances. However, Kuol said that police salaries will increase by the beginning of January 2014.",2013-07-03,Bentiu,9.231487,29.8005027,6806,Rubkona,True,True,True,True
"The article discusses the upcoming second anniversary of South Sudan's independence and President Salva Kiir Mayardit's call for rebels, including David Yau Yau, to abandon their rebellion and accept amnesty. However, the author argues that amnesty should only be given upon an acknowledgement of crimes committed and an effective remedial strategy for victims. The article also highlights the plight of victims of rebel activities, including those killed, displaced, and traumatized, and calls for reparations and justice. Specific locations mentioned in the article include Unity State, Upper Nile, Jonglei, and Koch County.",2013-07-09,Unity State,8.9277211,29.7889248,6822,Koch,True,True,True,True
"The article discusses the South Sudan Human Rights Society for Advocacy (SSHURSA) calling on President Kiir to respect the Constitution by ensuring elections are held within 60 days in Unity State. SSHURSA condemns President Kiir's removal of the Unity State elected Governor Taban Deng Gai and the failure to hold elections for the Lakes State Governor within 60 days as required by the Constitution. The article highlights the violations of the Constitution by President Kiir and the inaction of the South Sudan Parliament to protect the Constitution. SSHURSA provides recommendations to the President, both houses of the South Sudan National Legislative Assembly, the National Minister of Justice and Chief Justice (Judiciary) of South Sudan, and the people of South Sudan to protect the Constitution by peacefully resisting any violation of it.",2013-07-12,Unity State,8.9277211,29.7889248,6832,Koch,True,True,True,True
"The article discusses the ongoing civil wars and conflicts in Sudan, particularly in the regions of Unity State, South Kordofan, North Kordofan, eastern Sudan, Nuba Mountains, Blue Nile, Darfur, Abyei, and Jebel Amir. It highlights the atrocities committed by Khartoum's regime, their refusal to negotiate with rebel groups, and their denial of humanitarian aid to affected regions. The article also criticizes the lack of international support and the United States' focus on counterterrorism instead of addressing the ongoing crisis.",2013-07-10,Unity State,8.9277211,29.7889248,6835,Koch,False,False,False,True
"The article discusses the oppression and intimidation of journalists in South Sudan, specifically in Unity state. The author emphasizes the importance of a civilian government that upholds democracy, human rights, and freedom of expression. The author also reflects on the history of South Sudan's liberation and the contributions of its citizens.",2013-07-31,Unity state,8.9277211,29.7889248,7024,Koch,True,True,True,True
"The article discusses a three-day workshop held in Bentiu, South Sudan by the International Republican Institute (IRI) to encourage young people to engage more in political processes and encourage youths aligned with different parties to discuss the role of political parties, youth in politics and the contribution of political parties towards developing democracy in the country. The workshop aimed to address the general lack of understanding about the transitional constitution and national constitution review commission policy among young South Sudanese.",2013-08-22,Bentiu,9.231487,29.8005027,7222,Rubkona,False,False,False,True
"The article discusses the denial by the South Sudanese army that the Sudan Armed Forces have crossed into South Sudan territory. Both armies are negotiating to create a buffer zone area, with the African Union (AU) joint border verification monitoring mechanism (JBVMM) facilitating discussion between both sides. There was a discussion concerning the military operation along their common border, and both sides have agreed to leave a 10km buffer zone with joint patrols to be deployed to monitor the border and establish a demilitarised zone in the disputed areas. The SPLA accused the SAF of a border shooting incident that left one Sudanese soldier dead and injured two others, amid claims the SAF were drilling oil wells inside the buffer zone areas. Calm has since been restored after senior leaders from both sides admitted in negotiation last week that the incident was a normal occurrence in military operations.",2013-08-18,Bentiu,9.231487,29.8005027,7224,Rubkona,False,False,False,True
"The article discusses the UN's allocation of 100 million South Sudanese pounds to programs in the southern area of Unity state, particularly the Wunlit region, to promote stability, security, and connectivity between communities. The funds come from the South Sudan Recovery Fund and will be distributed to counties within the region. The goal is to ease the devastating effects of ongoing insecurity, specifically cattle raiding, that continue to hamper the four counties along their common border. The lack of infrastructure and heavy rain in the region have made humanitarian work difficult, and the UN is calling on the South Sudanese government to take responsibility for the issues affecting the region.",2013-08-31,Bentiu,9.231487,29.8005027,7299,Rubkona,True,True,True,True
"The article discusses the changing of the name of Unity state in South Sudan to Western Upper Nile state, despite objections from the author and many citizens of the state. The author argues that the name Unity state was important for promoting reconciliation and unity, and proposes that a referendum should have been held to determine the new name. The article also provides a brief history of the state, including how it was named 'Unity' by former Sudanese president Jaaper Nimeri due to its oil production, and how it was previously part of a larger province of Upper Nile. The author suggests that the proposed name of Western Upper Nile is not inclusive enough for all the people of the state, and that the name Lich state, which is an historical place for the Nuer people, would be more appropriate.",2013-09-04,Unity state,8.9277211,29.7889248,7360,Koch,False,False,False,True
"The article discusses the controversy over proposed names for the newly formed government of Unity State in South Sudan. The author argues that the proposed names are too ambitious and not representative of the original inhabitants of the area, specifically the Naath community (Nuer). The author proposes a referendum to determine the best name for the state and argues that the opinions and cultural identity of the people of LICH (Bentiu Community) should not be ignored. The author also criticizes the government for adopting names that do not carry meaning and represent their original identity. The author suggests that the government should refrain from imposing names on the people and instead allow for consultation and input from the citizens. ",2013-09-09,Bentiu,9.231487,29.8005027,7428,Rubkona,False,False,False,True
"The article discusses a poorly written opinion piece by journalist Mr. Peter Gai Manyuon regarding the naming of states in South Sudan. The author criticizes Manyuon's lack of factual information and historical accuracy, while providing his own account of the migration and displacement of various ethnic groups in the region. The author argues that the naming of states is primarily for administrative purposes and devolving power to the people rather than for preserving cultural heritage.",2013-09-11,Unity state,8.9277211,29.7889248,7436,Koch,False,False,False,True
"The article discusses the visit of an African Union Ad Hoc Investigative Mechanism team to Sudan to investigate claims of support to rebel groups from both sides as part of a security accord package signed in 2012 between Sudan and South Sudan. The team also visited Bentiu, Yida, Renk, Raja and Addis Ababa during their investigations. The article also notes that the joint security committee will hold its fourth meeting on September 17 and that the foreign ministries of Sudan and South Sudan will coordinate the work of over 36 committees to accelerate implementation of various agreements.",2013-09-14,Bentiu,9.231487,29.8005027,7448,Rubkona,True,True,True,True
"The article discusses the ruling party SPLM's caucus meeting in Bentiu, Unity state, South Sudan aimed at reuniting its members across the state's nine counties. The party has lost some support due to the government's failure to deliver basic services. Caretaker governor of Unity state, Joseph Nguen Monytuel, urged SPLM members to unite and reach out to rural areas to persuade people to trust the party's objectives. The meeting also discussed fundraising as a priority, while some members accused officials of financial impropriety. Journalists from UN-run Miraya FM and Naath FM were banned from attending the meeting.",2013-10-04,Bentiu,9.231487,29.8005027,7589,Rubkona,True,True,True,True
"The article discusses the commitment of South Sudan's Unity state government to reform its employment policy for civil servants working in Bentiu. The government has formed several committees to investigate the dismissal of thousands of government employees in 2010, and officials are calling for previous mistakes to be corrected in line with civil services law. The public service minister states that employment policy for civil servants was unfair and not based on the law. International NGOs, companies, and public institutions are also failing to abide by existing labor laws. The ministry proposes forming a directorate for pension and social insurances to deal with employment issues and punish institutions failing to abide by laws. Former governor Taban Deng Gai ordered the dismissal of thousands of government employees due to the discovery of ghost names and over-employment in state-paid roles.",2013-10-13,Bentiu,9.231487,29.8005027,7646,Rubkona,True,True,True,True
"The article discusses the launch of a major infrastructure project in Unity state, which is focused on repairing 45 kilometers of roadway connecting the state capital, Bentiu, to surrounding towns and villages. The first phase involves filling in potholes and leveling the roads, and is expected to be completed within a week. The project will be paid for by oil revenue and will include repairs to drainage systems, bridges, and dykes to prevent future flooding issues.",2013-11-08,Unity state,8.9277211,29.7889248,7866,Koch,True,True,True,True
"The article discusses the issues faced by the residents of Payinjiar County in Unity State, South Sudan. Since the signing of the Comprehensive Peace Agreement, the County has been cut off from communication networks and have no roads for transportation. The community has suffered from floods, lack of development, and recommendations from the community have been ignored. The recent fighting between inhabitants led to the death of many people. There is a call for government intervention and humanitarian aid for the people of Payinjiar County.",2013-11-14,Unity State,8.9277211,29.7889248,7936,Koch,True,True,True,True
"The article discusses the killing of four Sudanese traders along the border with Sudan in the disputed Abyei region, only about 5kms out of South Sudan territory. The traders had for years traded with their South Sudan counterparts in Rubkotna County, Unity State. The traders union in Rubkotna condemned the murder, fearing it could affect cross border trade, while the Commissioner promised safety for foreigners in the state.",2013-11-12,Rubkotna County,9.3297456,29.6962677,7946,Rubkona,True,True,True,True
"The article discusses an attack on South Sudanese security forces in Rubkotna County, Unity state. The attack resulted in five deaths and seven injuries. The security forces were stationed in the county to maintain order after deadly clashes broke out two weeks ago between the Jikany and Leek communities. The article reports that Leek youths are suspected of mounting the attack on the security forces.",2013-11-29,Rubkotna County,9.3297456,29.6962677,8091,Rubkona,False,False,False,True
"The article discusses the election of a new chairman, Simon William Gai Chang, for the United Democratic Salvation Front Mainstream in a meeting of party members in Bentiu, Unity state. Chang aims to unite the UDSF Mainstream in Unity state, activate activities of youth and women leagues, and work with other South Sudanese parties to bring change and democratic transition to the nation. The UDSF's vision is to unite the people and make peace in the Republic of South Sudan. The UDSF Mainstream was formed after the Khartoum peace agreement in 1997 and is cooperating with the ruling Sudan People Liberation Movement (SPLM) to address the problems facing the nation. The article reports no comment from Chang regarding whether his party had faced any intimidation from the ruling SPLM.",2013-12-04,Bentiu,9.231487,29.8005027,8111,Rubkona,True,True,True,True
"The article discusses the South Sudan peace and Reconciliation commission conducting a peace building and conflict mitigation training for civil society organisations in Bentiu, Unity state. The training was conducted due to recent deadly conflicts over land disputes between Rubkotna and Guit residents. The civil society groups will use the acquired skills to resolve conflicts and extend peace awareness messages in the communities. Peace committees will also be established in each of the nine counties in the state. Poor roads was a hindrance to their peace building work as some of the areas are inaccessible.",2013-12-08,Bentiu,9.231487,29.8005027,8120,Rubkona,True,True,True,True
"The article discusses fresh fightings reported in Unity and Jonglei States, as well as heavy gunfire heard near Bilpham, the headquarters of the Sudan People's Liberation Army (SPLA). The UN Headquarters in both States are reported to have been attacked following an alleged 'coup attempt' on December 15th, raising fears of a full scale civil war in the country.",2013-12-19,Unity State,8.9277211,29.7889248,8270,Koch,True,True,True,True
