summary,date,chat_GPT_location,lat,lng,article_id,cd_district_name
"The article discusses the postponement of celebrations to mark the peace deal that led to South Sudan's independence and the end of civil war in Unity State, with citizens expressing their disappointment. The Unity State's local government claimed that there were too many national days in the calendar and argued that the date had no value after South Sudan's independence. The article also touches on the history of the Comprehensive Peace Agreement and the unresolved issues between Sudan and South Sudan, including the contested areas and the dispute over transit fees for oil production.",2013-01-09,Bentiu,9.231487,29.8005027,5660,Rubkona
"The article discusses the failure of the South Sudanese government to protect cattle owners in Payinjiar County, Unity State from raids originating from neighbouring areas, particularly Lakes State. An estimated 7,000 cattle were stolen in December 2020, and 11 civilians were killed in the attacks. There are suspicions that individuals dressed in military uniforms are responsible for some of the raids. Despite disarmament efforts, cattle raiding continues, and owners are calling for a return of their guns to protect themselves and their cattle. One suggestion to end the disputes over cattle is for owners to bear certificates of registration to prove ownership.",2013-01-08,Unity State,8.9277211,29.7889248,5693,Koch
"The article discusses the proposition by an American Senator that South Sudan's crude oil could be transported by trucks to Djibouti. The author refutes the idea due to various geographical and logistical challenges, and emphasizes the importance of investing in the domestic economy to avoid the negative consequences of the oil boom. The article also touches on issues of corruption and the potential for social unrest.",2013-01-22,Bentiu,9.231487,29.8005027,5711,Rubkona
"The article discusses how South Sudan's oil-rich Unity State downsized its government as part of austerity measures after oil-production was shutdown due to a dispute with Khartoum. The state faced a financial crisis as oil production accounted for 98% of its revenue before the shutdown. The government decreased the number of state ministries and specialized committees to re-allocate funds to compensate for the shortfall in salaries and public services. The article provides a detailed account of the reshuffle of ministries, advisory positions, and county commissioners that has taken place in Unity State.",2013-01-13,Unity State,8.9277211,29.7889248,5719,Koch
"The article discusses how the financial crisis caused by the oil shutdown in South Sudan is forcing Unity state to address the government's relaxed attitude to tax collection. The state's minister of agriculture and forestry, Samuel Lony Geng, says the process for collecting tax revenues has remained ""very weak”. Since South Sudan split from Sudan in 2011, the country has been struggling to generate significant revenue through taxation. Following the oil shutdown, South Sudan announced that no civil servant salaries would be reduced. The Unity state cabinet is working on a bill that would standardise the amount collected for charcoal, grass and many other items.",2013-01-20,Bentiu,9.231487,29.8005027,5736,Rubkona
"The article discusses the opening of a new refugee camp in Ajuong, Unity State in South Sudan to manage further inflows of Sudanese refugees and to decongest the existing settlement in Yida. The new camp will eventually hold 20,000 refugees, and UNHCR is planning to open other camps in Unity State that could hold an estimated 110,000 refugees. New arrivals from Southern Kordofan in Sudan will be given priority in Ajuong. Currently, Yida is the largest refugee location in South Sudan but presents major problems due to health risks and security concerns.",2013-01-22,Unity State,8.9277211,29.7889248,5758,Koch
"The article discusses the recovery of nearly 100 herds of cattle raided from Lakes state by authorities in Mayiandit County of Unity state, South Sudan, and the subsequent handover of 90 herds of cattle to their rightful owners after an operation supervised by 20 South Sudan army (SPLA) soldiers. Unity state authorities have urged their counterparts in Lakes state to investigate the circumstances under which over 8,000 animals were raided from Payinjiar County in November last year.",2013-02-08,Mayiandit County,8.7236871,30.1647036,5839,Koch
"The article discusses President Salva Kiir's order to urgently deploy joint police and government troops to border areas with Sudan, specifically in Unity state after accusing Sudan of amassing troops on their common border. The move comes as a peace deal to end hostilities between the two countries is making little headway. The article further discusses the failure to set up a demilitarized border zone, which hindered the resumption of oil production in South Sudan.",2013-02-12,Unity state,8.9277211,29.7889248,5903,Koch
"The article discusses the primary school certificate examinations taking place in Unity state and the other nine states of South Sudan. The tests have been developed within South Sudan for the first time. Primary school students who previously studied in Arabic are now being forced to switch to studying in English. The government aims to improve education and literacy rates in the country, which is believed to have the worst literacy rate in the world.",2013-02-12,Bentiu,9.231487,29.8005027,5906,Rubkona
"The article discusses the visit of the President of Mongolia, Tsakhiagiin Elbegdorj, to South Sudan to visit Mongolian troops serving with the United Nations Mission in South Sudan. He also held bilateral discussions with South Sudan's President Salva Kiir Mayardit on regional and international issues, with a focus on building strong cooperation and ties with Sudan.",2013-02-19,Bentiu,9.231487,29.8005027,5928,Rubkona
"The article discusses accusations by the South Sudan government that the Sudanese army carried out aerial bombardments in Jau and Dar locations in Unity State, as well as reports of military clashes in disputed border areas between Upper Nile (South Sudan) and Blue Nile (Sudan). The United Nations Mission in South Sudan confirmed the incident, while the American Embassy in Khartoum urged the two countries to refrain from actions that could destabilize the border areas.",2013-02-15,"Jau, Unity State",8.9277211,29.7889248,5932,Koch
"The article discusses a three-day dialogue on the South Sudan constitution and review process in Bentiu, Unity State. The dialogue was organized by the South Sudan Law Society, in partnership with the Civil Society Resource Team on the Constitution and with support from Justice Africa, Cordaid, and IKV Pax Christi. The main objectives were to promote civic education, enhance citizen participation, facilitate lobbying and advocacy for a people-driven constitution, and prepare citizens for the National Constitution Review Commission's consultations. The dialogue brought together 100 participants from various categories of society including community leaders, parliamentarians, religious leaders, women groups, youth, local authorities, academics, NGOs, and CBOs. The facilitators used participatory methods for better outcome. Topics discussed included an analysis of the transitional constitution, power dynamics, power balance between the three branches of government, local government setup, federal and unitary political structures, parliamentary and presidential political systems, human rights, and minority group rights.",2013-02-18,Bentiu,9.231487,29.8005027,5952,Rubkona
"The article discusses a conference held in Bentiu, Unity state, where local leaders called for voluntarily civilian disarmament to address violent crime and cattle raiding. They urged civilians to handover illegal arms to the government through influential local chiefs, rather than using forceful tactics. The responsibility for disarmament was encouraged to be shared between chiefs and the police. The article also highlights previous failed attempts, and concerns with the government's ability to handle and distribute illegal arms collected in disarmament campaigns. ",2013-03-02,Bentiu,9.231487,29.8005027,5969,Rubkona
"The article discusses the issue of young girls being forced into marriage before reaching a mature age in Unity state, South Sudan. The state's minister for gender, child welfare and social development calls for action to tackle the problem and a survey is planned to be conducted to determine the extent and causes of the problem. Additionally, the article highlights the issue of street children in the Unity capital and surrounding areas, with anecdotal evidence suggesting that floods and poor harvests have contributed to the problem.",2013-02-26,Bentiu,9.231487,29.8005027,5978,Rubkona
"The article discusses the South Sudanese army's readiness to protect its people and territorial integrity against possible invasion by the Sudan Armed Forces (SAF). The article also highlights the continuous bombing of South Sudan by the SAF, which has resulted in the loss of lives and injury to civilians. Despite these provocations, the SPLA remains committed to the implementation of the September cooperation agreement between South Sudan and Sudan. However, if this agreement is not upheld, it could result in a bitter contest between the two armies. Both Presidents Salva Kiir and Omar al Bashir are expected to meet at an AU summit in Addis Ababa, where the need for the expedited implementation of the cooperation agreement is likely to dominate the meeting.",2013-02-23,Unity State,8.9277211,29.7889248,5980,Koch
"The article discusses the ongoing issue of cattle rustling in South Sudan that causes widespread unrest. The US ambassador to South Sudan, Susan Pech, calls on the South Sudanese government to engage with rural communities to mitigate conflicts especially with migration and over cattle rustling. The article also reports on the deadly bombings in Unity state by the Sudanese Armed Forces (SAF) and the US government's efforts to engage both countries in a peaceful process to settle their border disputes and normalize relations through dialogue.",2013-02-20,Bentiu,9.231487,29.8005027,6007,Rubkona
"The article discusses the introduction of a new syllabus and text books to South Sudan's education system through the efforts of the UK's Department for International Development (DFID) and the South Sudan Ministry of General Education and Instruction. This includes the procurement of 9.2 million textbooks to be distributed to primary schools in five core subjects, as well as teacher workshops and distribution plans. The article also highlights the challenges of delivering the textbooks to remote areas and the issue of teacher retention in South Sudan.",2013-03-07,Bentiu,9.231487,29.8005027,6027,Rubkona
"The article discusses the discovery of an unexploded ordinance in Bentiu, South Sudan and the ongoing problem of unexploded ordinances and landmines in the country, resulting from the two-decade civil war. Mayom County is the most affected by UXOs due to conflicts between rebels and the South Sudanese army. The article also highlights the dangers that de-mining groups face due to insecurity, such as being arrested by the Sudanese Armed Forces. Additionally, some communities demand money from de-mining groups when they operate in their area. South Sudan still faces a large number of amputees due to landmines and lacks access to mine risk education in some areas.",2013-03-04,Bentiu,9.231487,29.8005027,6052,Rubkona
The article discusses Sudan's accusation that South Sudan supports Sudanese rebel groups and the recent UN report confirming their presence in South Sudan. The report states that the Sudanese air force now uses a new weapons system and that the Justice and Equality Movement has established two large bases in Bentiu and Timshaha. Sudan demands that South Sudan refrain from hosting rebel movements and disengage with SPLM-N. The neighbours signed a security arrangements agreement in 2012 but failed to implement it.,2013-03-05,Bentiu,9.231487,29.8005027,6072,Rubkona
"The article discusses rising insecurity at Yida refugee camp in Unity state, South Sudan. Armed elements entered the camp and clashed with police officers, resulting in the death of a policeman and 11 civilians being wounded. The commissioner for Parieng county called for more police deployment and the relocation of refugees to new places identified by authorities. It is suspected that Sudanese rebels were responsible for the attack. The rebel Justice and Equality Movement (JEM) denied involvement and urged an investigation into the incident. Sudan has accused South Sudan of harbouring JEM rebels.",2013-03-17,Unity state,8.9277211,29.7889248,6094,Koch
"The article discusses a recent security agreement reached between South Sudan and Sudan, which both sides have agreed to respect. The South Sudanese army has vowed to protect its territorial integrity if attacked. The agreement requires both countries to withdraw their forces to their respective sides of the border within two weeks to establish a Safe Demilitarised Border Zone. The Joint Border Verification and Monitoring Mechanism will monitor the area. The article also discusses the issue of cattle raids, which continue to cause insecurity among neighboring states in South Sudan.",2013-03-14,Rubkona county,9.3297456,29.6962677,6095,Rubkona
"The article discusses the renewed commitment to implement the cooperative agreement between Sudan and South Sudan, which has given Sudanese merchants hope that they will be able to resume importing goods into South Sudan. The deal could benefit the economies of both countries and stop price increases, with South Sudanese oil exports expected to resume within weeks.",2013-03-15,Bentiu town,9.231487,29.8005027,6098,Rubkona
"The article discusses the denial by the Justice and Equality Movement (JEM) of allegations by a group of UN experts about the presence of its fighters in South Sudan and their challenge of the veracity of the report. The UN panel of independent experts cited the locations of JEM military camps in South Sudan, including a camp near Bentiu, Unity State and another base in Western Bahr el-Ghazal State. Sudanese and South Sudanese leaders agreed to form a committee to deal with allegations of support to rebel groups from both sides. The mediation prepares to launch political talks between the Sudanese government and the SPLM-N but before the two parties have to sign a humanitarian agreement and a cessation of hostility deal.",2013-04-04,Bentiu,9.231487,29.8005027,6177,Rubkona
"The article discusses the resumption of oil production in South Sudan's Unity state, starting with the Tharjiath oilfield in Koch county, which will pump oil through a pipeline to Port Sudan. This is the first event in the economic deal between South Sudan and Sudan since the oil production shutdown in February 2012 due to a disagreement over transit fees. Another oilfield, known as Unity Oilfield, is also expected to resume production soon. The shutdown had affected the economies of both countries, leading to austerity budgets. The resumption may take weeks for the pipeline to fill up, and a coordinated celebration will be held in three weeks.",2013-04-06,Tharjiath oilfield in Koch county of Unity state,8.6847275,29.8815203,6195,Koch
"The article discusses the denial by authorities in South Sudan's Unity state of the presence of the Sudanese rebel group, the Justice and Equality Movement (JEM), in their territory, despite a United Nations panel of experts report alleging the rebels had military camps in different areas of South Sudan including a camp near Bentiu. The JEM spokesperson, Gibreel Adam Bilal, refuted the allegations, while the Unity state's deputy governor confirmed that during the fighting between the Sudan Armed Forces and South Sudan's army in April last year, the South's forces did become mixed up with JEM forces, but maintained that there has been no formal cooperation between the two. The article also mentions the economic hardship both countries have faced following the South's decision to halt oil production over a transit fee dispute last year and the improving relations between the two nations as Sudan's president is due to arrive in Juba to discuss further implementation of Cooperation Agreement signed last year.",2013-04-11,Bentiu,9.231487,29.8005027,6244,Rubkona
"The article discusses the need for the Republic of South Sudan to establish sound internal governance and a productive sustainable diversified economy, as its current oil reserves may last only another decade. It highlights the involvement of western base governments such as the U.S. and Norwegian governments, as well as regional governments like Kenya and Uganda to backstop the RSS for initiating and sustaining this pillar of development. Suzanne Jambo, the author of this article, emphasizes that the RSS government needs to establish sound financial institutions, regulations, internal rules, and mechanisms for accountability, and must seek to broaden this whole ‘capacity building’ to ensure the involvement of highly qualified and competent individuals, bodies and entities, and the engagement of South Sudanese professionals. The article suggests that if the RSS attains the political will to immediately address internal governance, sound systems establishment, and a conducive investment and trade environment, it may attract regional and international meaningful investment to the country.",2013-04-14,Unity State,8.9277211,29.7889248,6258,Koch
"The article discusses the surrender of about 3,000 rebel fighters from the South Sudan Liberation Army (SSLA) who crossed the border from Sudan with trucks and handed over their weapons to authorities in oil rich Unity state, particularly in Mayom county, following an amnesty offer by South Sudanese president Salva Kiir. However, the South Sudan Democratic Movement/Army (SSDM/A) denied being part of the surrending rebel groups and clarified that it was only SSLA forces who accepted the amnesty deal.",2013-04-28,Unity state,8.9277211,29.7889248,6298,Koch
"The article discusses how South Sudan's Unity state faced a shortage of national examination papers for secondary school students due to mistakes by the examination council committees in Juba. This led to a delay in the examination process and some students having to wait for papers to arrive. The article also mentions the challenges and problems of the new South Sudanese education system, including overcrowding in some schools and the lack of budget for school construction. The education minister urged collaboration with communities for building more schools.",2013-04-23,Unity state,8.9277211,29.7889248,6338,Koch
"The article discusses South Sudanese rebels from the South Sudan Liberation Army's (SSLA) commitment to peace talks with the government in Juba without any preconditions or demands. The rebels have returned to Unity State from Sudan and are ready to relocate within Unity State or remain in Mayom county while top leaders negotiate the process of integration into the SPLA by the central government. They have received amnesty from President Salva Kiir and are encouraged by the reception they have received upon their return. They aim to bring change to this poor nation, through uniting with one another to discourage tribalism spirit in the country's leadership.",2013-05-02,Bentiu,9.231487,29.8005027,6365,Rubkona
"The article discusses the situation in Yida camp, located in Unity State, South Sudan, where a 5-fold increase in population has led to a threat to the general health situation of the refugees. Related security issues have been raised as well, with accusations that it serves as a rear base for rebel-controlled areas. The South Sudanese government and UNHCR have begun settling new arrivals to Yida in another camp located in Ajuong Thok, more than 70 kilometers by road to the East. However, divisions between ethnicities further complicate the situation. MSF is present in Yida to provide basic healthcare, a 60-bed hospital, a malnutrition treatment unit, and mobile clinics in the camp. From May 2012 to May 2013, MSF treated nearly 3,000 severely malnourished children in Yida.",2013-05-21,Unity State,8.9277211,29.7889248,6431,Koch
"The article discusses the United Nations refugee agency's efforts to pre-position relief supplies for tens of thousands of refugees in Unity and Upper Nile states in South Sudan before the rainy season begins and deliveries become impossible. The relief operation is in good shape and relief supplies for more than 190,000 refugees from Sudan will be in place before the rains and floods arrive. Fighting between Sudan's central government and rebels has caused more than 190,000 refugees to flee into South Sudan, and the UNHCR hopes to support both current and future refugees through the pre-positioning of relief supplies.",2013-05-31,Unity state,8.9277211,29.7889248,6490,Koch
"The article discusses the completion of prepositioning aid supplies by the UN Refugee Agency (UNHCR) for more than 230,000 people in Unity State and Upper Nile State in South Sudan ahead of the rainy season. The aid includes plastic sheets, blankets, sleeping mats, family tents, mosquito nets, jerry cans, kitchen sets, and soap. The UNHCR also plans to use the White Nile River to transport additional aid if required.",2013-05-31,Unity State,8.9277211,29.7889248,6491,Koch
"The article discusses accusations by the South Sudanese army that Sudan Armed Forces (SAF) carried out air and ground attacks on Unity and Upper Nile states. SAF spokesperson denies these accusations, stating they are unfounded and unjustified. The alleged attacks breached security arrangements, including a pact of non-aggression and the establishment of a demilitarized zone on the common border. The article highlights that the agreement provides for a monitoring committee to deal with such charges and clarify whether there is a breach or not. Khartoum and Juba agreed recently to facilitate a peaceful settlement for the conflict with the SPLM-N.",2013-07-06,Unity state,8.9277211,29.7889248,6757,Koch
"The article discusses the second anniversary of South Sudan's independence, including the country's resilience in the face of economic difficulties after the closure of oil production. The Ministry of Petroleum has contracted foreign companies to construct refineries, and the feasibility of a pipeline through Ethiopia to Djibouti is being explored. The article also mentions various challenges facing the country, including its rankings in international indices, and concludes with a call for democratic leadership within the SPLM party. The article mentions one specific location, Unity State, where the opening of a refinery was scheduled to take place on Independence Day.",2013-07-06,Unity State,8.9277211,29.7889248,6763,Koch
"The article discusses the death and burial of Vincent Kuany Latjor, a former South Sudanese rebel leader. Latjor was a veteran of both the Anya-Anya I & Anya-Anya II pro-southern independence movements. The article highlights Latjor's role in the Anya-Anya II movement, which sought to overthrow the Khartoum government before the start of the second Sudanese civil war in 1983. Latjor is remembered as a true leader of democracy who united his followers without tribalism, fought against enemies and coordinated forces along the borders of Uganda, Kenya and the DRC. After decades of struggle, South Sudan became independent in January 2011, and the former general's colleagues ask South Sudanese people to adopt Latjor's style of leadership.",2013-07-02,Bentiu,9.231487,29.8005027,6775,Rubkona
"The article discusses an aerial bombing raid in Unity state, South Sudan by Sudan that targeted civilians, including refugees heading to Yida camp. The attack occurred after talks between the vice presidents of South Sudan and Sudan to ease tensions. South Sudan accuses Sudan of supporting rebels and bombing its territory, while Sudan denies the allegations.",2013-07-04,Unity state,8.9277211,29.7889248,6776,Koch
"The article discusses the visit of South Sudan's Police Services inspector general, Pieng Deng Kuol, to Unity state where he told police officers that their salaries will increase next year despite the country's economic problems. South Sudan has been forced to introduce severe austerity measures after shutting down oil production in January 2012 over a transit fee dispute with Sudan, losing 98% of the government's income. Kuol visited to inspect the challenges faced by the police across the nation and to assess their national performance. The police have been forced to reduce some allowances to cope with the country's reduced financial circumstances. However, Kuol said that police salaries will increase by the beginning of January 2014.",2013-07-03,Bentiu,9.231487,29.8005027,6806,Rubkona
"The article discusses the upcoming second anniversary of South Sudan's independence and President Salva Kiir Mayardit's call for rebels, including David Yau Yau, to abandon their rebellion and accept amnesty. However, the author argues that amnesty should only be given upon an acknowledgement of crimes committed and an effective remedial strategy for victims. The article also highlights the plight of victims of rebel activities, including those killed, displaced, and traumatized, and calls for reparations and justice. Specific locations mentioned in the article include Unity State, Upper Nile, Jonglei, and Koch County.",2013-07-09,Unity State,8.9277211,29.7889248,6822,Koch
"The article discusses the South Sudan Human Rights Society for Advocacy (SSHURSA) calling on President Kiir to respect the Constitution by ensuring elections are held within 60 days in Unity State. SSHURSA condemns President Kiir's removal of the Unity State elected Governor Taban Deng Gai and the failure to hold elections for the Lakes State Governor within 60 days as required by the Constitution. The article highlights the violations of the Constitution by President Kiir and the inaction of the South Sudan Parliament to protect the Constitution. SSHURSA provides recommendations to the President, both houses of the South Sudan National Legislative Assembly, the National Minister of Justice and Chief Justice (Judiciary) of South Sudan, and the people of South Sudan to protect the Constitution by peacefully resisting any violation of it.",2013-07-12,Unity State,8.9277211,29.7889248,6832,Koch
"The article discusses the ongoing civil wars and conflicts in Sudan, particularly in the regions of Unity State, South Kordofan, North Kordofan, eastern Sudan, Nuba Mountains, Blue Nile, Darfur, Abyei, and Jebel Amir. It highlights the atrocities committed by Khartoum's regime, their refusal to negotiate with rebel groups, and their denial of humanitarian aid to affected regions. The article also criticizes the lack of international support and the United States' focus on counterterrorism instead of addressing the ongoing crisis.",2013-07-10,Unity State,8.9277211,29.7889248,6835,Koch
"The article discusses the sacking of Taban Deng Gai, the governor of Unity state in South Sudan, by President Salva Kiir. The move has been criticised by Riek Machar, Kiir's deputy, who has written to the president asking him to reinstate Deng. The article highlights concerns about tribalism, corruption and human rights in South Sudan, as well as the missing $4 billion in oil revenues. Gai's removal is seen by some as an attempt to target senior politicians from the Nuer tribe, the second largest ethnic group in the country.",2013-07-09,Bentiu,9.231487,29.8005027,6838,Rubkona
"The article discusses the sacking of former governor Taban Deng Gai by President Salva Kiir, which Gai claims was unconstitutional. Gai denied rumors that he traveled to America to discuss the possibility of Vice President Riek Machar contesting for the presidency in the 2015 general elections. Gai argues that the president's action is illegal as it is not in conformity with the South Sudan constitution. The article also includes reactions to Gai's removal, including claims that he had lost touch with the people of Unity State and was only working for the benefit of the elite.",2013-07-08,Bentiu,9.231487,29.8005027,6881,Rubkona
"The article discusses the recent sacking of Unity state governor, Taban Deng Gai, by South Sudan President Salva Kiir. Some lawmakers from Unity state assembly denied ever asking Kiir to reverse his decision. The president appointed Joseph Nguen Monytuil as the new caretaker. The lawmakers, in a position paper, acknowledged the president's decision, while welcoming the newly appointed caretaker governor, Joseph Monytuil. Until now, however, Unity state legislators remain divided on the recent presidential decree. The country's vice-president, Riek Machar, also wrote a letter asking Kiir to reverse his decision to sack the Unity state governor.",2013-07-15,Bentiu,9.231487,29.8005027,6891,Rubkona
"The article discusses the appointment of a new caretaker governor, Joseph Nguen Monytuel, in Unity state, Sudan, after the elected governor Taban Deng Gai was sacked. Monytuel addressed the residents and urged them to unite and move forward from the past. His government is prioritizing roads construction, health services, education, and electricity. He also plans to address unrest caused by cattle raiding, boost cooperation with other states, and improve employment opportunities for young people. Many residents expressed optimism about his appointment and its impact on stability and development in the state.",2013-07-17,Bentiu,9.231487,29.8005027,6901,Rubkona
"The article discusses the opening of 'Bentiu Water', a new water bottling company in Bentiu, Unity state, South Sudan. The factory is the first in the state to produce bottled water, and is expected to employ 20 local staff, with plans to absorb more as production increases. The factory will process three tonnes of water per hour, producing 18,000 bottles per day from underground water resources. The factory will also supply water to other neighbouring states, but this may by hampered by South Sudan's poor transport network.",2013-07-14,Bentiu,9.231487,29.8005027,6907,Rubkona
"The article discusses South Sudan's President Salva Kiir Mayardit firing Vice President Riek Machar, dissolving the cabinet, and appointing undersecretaries to run the ministries. The President also ordered an investigation of the party's Secretary General, Pagan Amum, and removed the Governor of Unity State. The move might affect the talks with Sudan, but the South Sudan department head confirmed that the agreements between the two nations would not be affected by changes in governments.",2013-07-24,Unity State,8.9277211,29.7889248,6955,Koch
"The article discusses the negative reactions of Unity state residents to the presidential decree dissolving South Sudan's cabinet and relieving the vice president Riek Machar, who comes from the oil-rich state. The current caretaker governor Joseph Nguen Monytuel has welcomed the President Kiir's decision. Machar's removal came shortly after he criticised Kiir's decision to sack the elected governor of Unity state and install Monytuel as caretaker governor.",2013-07-25,Bentiu,9.231487,29.8005027,6964,Rubkona
"The article discusses the re-unification of 20 children who were demobilised from the South Sudan Liberation Army (SSLA) rebels under the country's Disarmament, Demobilisation and Re-integration (DDR) program. The children were handed over to their parents in Bentiu. The program targets up to 300 children who returned as part of the SSLA rebels that accepted amnesty in Mayom county. The children had fled their homes where their parents may have failed to provide them with the basic necessities, and most of them found comfort in military barracks.",2013-07-22,Bentiu,9.231487,29.8005027,6987,Rubkona
"The article discusses the oppression and intimidation of journalists in South Sudan, specifically in Unity state. The author emphasizes the importance of a civilian government that upholds democracy, human rights, and freedom of expression. The author also reflects on the history of South Sudan's liberation and the contributions of its citizens.",2013-07-31,Unity state,8.9277211,29.7889248,7024,Koch
"The article discusses heavy rains causing floods affecting around 500 households in the state capital of Bentiu, South Sudan. The floods have also forced residents in the surrounding villages to flee their homes. Low lying areas are among the worst hit with floodwaters cutting off roads. The South Sudan Reliefs and Rehabilitations Commission (SSRRC) is working with other aid agencies to assess the situation and to respond to calls for assistance. The state director of SSRRC, William Kuol Geng, says that the floods have caused panic among some residents, with many losing their homes. The government is being blamed for failing to do enough to protect the town from floodwaters, with calls for measures to be taken to avoid a repeat disaster.",2013-08-08,Bentiu,9.231487,29.8005027,7092,Rubkona
"The article discusses the warning issued by South Sudan's ex-Vice President Riek Machar against any unilateral move to dissolve party structures or dismiss leaders of the ruling SPLM who have divergent opinions saying it could lead to chaos and instability. Machar made these remarks during an interview with Naath FM, a local radio station in Bentiu, the Unity state capital. He also accused the president of not consulting with party members prior to making major political decisions, citing the recent suspension and probe of SPLM Secretary General Pagan Amum. President Salva Kiir sacked Machar from his VP post and accused him of publicly discrediting the achievements of his administration.",2013-08-03,Bentiu,9.231487,29.8005027,7134,Rubkona
"The article discusses a campaign launched by health officials in South Sudan's Unity state to encourage better breastfeeding habits for the benefit of children. The campaign coincided with World Breastfeeding Week and involved visiting schools, discussing good breastfeeding practices, and urging mothers to avoid certain foods for babies under six months old. The campaign was hampered by poor roads, but aimed to inform mothers in both urban and rural areas about good breastfeeding behavior to prevent malnutrition among children. The campaign's launch was attended by officials and nearly 1,000 pupils, including girls from Dare Primary School.",2013-08-01,Bentiu,9.231487,29.8005027,7152,Rubkona
"The article discusses the formation of a new government cabinet in Unity state, South Sudan, consisting of 11 ministers, a deputy governor and five other advisors. The caretaker governor, Joseph Monytuel, promised to deliver on roads, health services, and clean water for citizens. The new cabinet aims to work towards unity, peace and reconciliation among the community of Unity state. The new government replaces the previous one which was dissolved a week ago in response to President Salva Kiir's directive to downsize state governments at the state level.",2013-08-09,Bentiu,9.231487,29.8005027,7164,Rubkona
"The article discusses the appointment of Peter Gai Joak as the new education minister in South Sudan's Unity state. Joak aims to improve the quality of education for all children across the state, and believes that education is the key priority for addressing ongoing insecurity in the region. He plans to study the ministry for a month and has asked the different departments to provide reports on their challenges. Joak also stressed the importance of civil servants performing their duties properly and warned against taking government money without doing so.",2013-08-15,Unity state,8.9277211,29.7889248,7218,Koch
"The article discusses a three-day workshop held in Bentiu, South Sudan by the International Republican Institute (IRI) to encourage young people to engage more in political processes and encourage youths aligned with different parties to discuss the role of political parties, youth in politics and the contribution of political parties towards developing democracy in the country. The workshop aimed to address the general lack of understanding about the transitional constitution and national constitution review commission policy among young South Sudanese.",2013-08-22,Bentiu,9.231487,29.8005027,7222,Rubkona
"The article discusses the denial by the South Sudanese army that the Sudan Armed Forces have crossed into South Sudan territory. Both armies are negotiating to create a buffer zone area, with the African Union (AU) joint border verification monitoring mechanism (JBVMM) facilitating discussion between both sides. There was a discussion concerning the military operation along their common border, and both sides have agreed to leave a 10km buffer zone with joint patrols to be deployed to monitor the border and establish a demilitarised zone in the disputed areas. The SPLA accused the SAF of a border shooting incident that left one Sudanese soldier dead and injured two others, amid claims the SAF were drilling oil wells inside the buffer zone areas. Calm has since been restored after senior leaders from both sides admitted in negotiation last week that the incident was a normal occurrence in military operations.",2013-08-18,Bentiu,9.231487,29.8005027,7224,Rubkona
"The article discusses the deception of Telar Ring Deng, former presidential advisor for legal affairs in South Sudan, regarding his unverifiable academic credentials. He was appointed as Minister of Justice, but his appointment was rightly rejected by South Sudan's parliament citing lack of legal papers and judicial experiences. Telar's ill legal qualifications caught people by surprise, and he has caused un-repairable damage to the nation's confidence, trust, and created unwarranted mistrust and lack of integrity. As a result, he should be barred from holding any public office in South Sudan given the severity of the crime he has committed. The article underpins the fact that Telar Ring Deng does not fit to hold any position of any kind in the Republic of South Sudan.",2013-08-19,Unity State,8.9277211,29.7889248,7242,Koch
"The article discusses the UN's allocation of 100 million South Sudanese pounds to programs in the southern area of Unity state, particularly the Wunlit region, to promote stability, security, and connectivity between communities. The funds come from the South Sudan Recovery Fund and will be distributed to counties within the region. The goal is to ease the devastating effects of ongoing insecurity, specifically cattle raiding, that continue to hamper the four counties along their common border. The lack of infrastructure and heavy rain in the region have made humanitarian work difficult, and the UN is calling on the South Sudanese government to take responsibility for the issues affecting the region.",2013-08-31,Bentiu,9.231487,29.8005027,7299,Rubkona
"The article discusses the resignation of Mayom Yak Kur from his position as deputy speaker in the state legislative assembly of Unity state, South Sudan, after serving for two years. He left to allow lawmakers from other counties vie for the same position. The resignation was politically motivated due to a recent appointment of the deputy governor who belongs to Kur's county. The governor is demanding a reshuffle in the assembly, but his newly appointed deputy has opposed this move. The position of deputy speaker will remain vacant for 60 days.",2013-08-27,Bentiu,9.231487,29.8005027,7304,Rubkona
"The article discusses the appointment of James Wani Igga as the new vice-president of South Sudan by President Salva Kiir, in an effort to protect his own political interests at the upcoming 2015 elections. Former vice-president Riek Machar, who was removed due to his intention to challenge Kiir for the SPLM leadership, had been critical of the ruling SPLM. The appointment of Igga has drawn mixed reactions in Unity state, with some residents supporting it, while others prefer Machar's return and criticize the weakness of parliamentarians as the root of the country's problems.",2013-08-26,Bentiu,9.231487,29.8005027,7323,Rubkona
"The article discusses the changing of the name of Unity state in South Sudan to Western Upper Nile state, despite objections from the author and many citizens of the state. The author argues that the name Unity state was important for promoting reconciliation and unity, and proposes that a referendum should have been held to determine the new name. The article also provides a brief history of the state, including how it was named 'Unity' by former Sudanese president Jaaper Nimeri due to its oil production, and how it was previously part of a larger province of Upper Nile. The author suggests that the proposed name of Western Upper Nile is not inclusive enough for all the people of the state, and that the name Lich state, which is an historical place for the Nuer people, would be more appropriate.",2013-09-04,Unity state,8.9277211,29.7889248,7360,Koch
